date,title,location,price,product_type,link
2025-09-02 23:43:31,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58077110",R$ 96.074,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432375319
2025-09-02 23:43:27,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58068225",R$ 66.965,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432375376
2025-09-02 23:43:24,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58066138",R$ 94.933,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432375929
2025-09-02 23:43:21,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58066218",R$ 79.599,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432376194
2025-09-02 23:43:18,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58065075",R$ 75.884,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432376257
2025-09-02 23:43:15,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58067241",R$ 68.214,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432376272
2025-09-02 23:43:12,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58083096",R$ 57.384,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432376356
2025-09-02 23:43:09,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58066100",R$ 75.884,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432376444
2025-09-02 23:43:06,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58066148",R$ 78.781,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432376481
2025-09-02 23:43:04,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58066126",R$ 85.477,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432376466
2025-09-02 23:43:01,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58065505",R$ 62.285,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432386925
2025-09-02 23:42:58,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58065033",R$ 86.472,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432386922
2025-09-02 23:42:56,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58062156",R$ 65.270,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432386946
2025-09-02 23:42:53,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58067240",R$ 71.654,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432386923
2025-09-02 23:42:50,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58068388",R$ 70.156,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432397577
2025-09-02 23:42:48,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58062069",R$ 71.654,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432397616
2025-09-02 23:42:45,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Direta Onli,"João Pessoa, PB, 58062079",R$ 86.063,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-direta-onli-1432397609
2025-09-02 23:42:42,"Apartamento para Venda em João Pessoa, Aeroclube, 2 dormitórios, 1 suíte, 2 banheiros, 1 v","João Pessoa, PB, 58036685",R$ 800.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-aeroclube-2-dormitorios-1-suite-2-banheiros-1-v-1432412537
2025-09-02 23:42:40,"Apartamento para Venda em João Pessoa, cabo branco, 3 dormitórios, 3 suítes, 5 banheiros,","João Pessoa, PB, 58045010",R$ 4.490.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-3-dormitorios-3-suites-5-banheiros-1417140664
2025-09-02 23:42:37,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 1 banheiro,","João Pessoa, PB, 58037740",R$ 590.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-1-banheiro-1432429764
2025-09-02 23:42:34,Apartamento Padrão em João Pessoa,"João Pessoa, PB, 58052240",R$ 1.800,Aluguel,https://pb.olx.com.br/paraiba/imoveis/apartamento-padrao-em-joao-pessoa-1432429761
2025-09-02 23:42:31,"Apartamento para Venda em João Pessoa, Bancários, 3 dormitórios, 1 suíte, 1 banheiro, 1 va","João Pessoa, PB, 58051460",R$ 365.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bancarios-3-dormitorios-1-suite-1-banheiro-1-va-1432442718
2025-09-02 23:42:27,"Flat para Venda em João Pessoa, Bessa, 1 dormitório, 1 banheiro, 22 vagas","João Pessoa, PB, 58037030",R$ 419.900,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-banheiro-22-vagas-1432478507
2025-09-02 23:42:24,"Apartamento para Venda em João Pessoa, Manaíra, 4 dormitórios, 3 suítes, 4 banheiros, 2 va","João Pessoa, PB, 58038180",R$ 950.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-4-dormitorios-3-suites-4-banheiros-2-va-1432479302
2025-09-02 23:42:21,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58064320",R$ 75.305,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432482974
2025-09-02 23:42:17,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58083519",R$ 33.554,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483363
2025-09-02 23:42:14,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58062030",R$ 68.350,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483419
2025-09-02 23:42:11,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58063005",R$ 75.884,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483541
2025-09-02 23:42:08,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58062172",R$ 52.902,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483570
2025-09-02 23:42:04,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58067220",R$ 50.442,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483642
2025-09-02 23:42:01,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58062172",R$ 58.792,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483737
2025-09-02 23:41:58,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58067326",R$ 78.201,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483895
2025-09-02 23:41:55,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58080020",R$ 40.988,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432483966
2025-09-02 23:41:52,Oportunidade Única em JOAO PESSOA - PB | Tipo: Apartamento | Negociação: Venda Online | Si,"João Pessoa, PB, 58067233",R$ 53.751,Venda,https://pb.olx.com.br/paraiba/imoveis/oportunidade-unica-em-joao-pessoa-pb-tipo-apartamento-negociacao-venda-online-si-1432487795
2025-09-02 23:41:48,"Apartamento para Venda em João Pessoa, manaira, 3 dormitórios, 3 suítes, 4 banheiros, 2 va","João Pessoa, PB, 58038242",R$ 1.103.752,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-3-suites-4-banheiros-2-va-1356536816
2025-09-02 23:41:45,"Apartamento para Venda em João Pessoa, Bessa, 1 dormitório, 1 suíte, 1 banheiro, 1 vaga","João Pessoa, PB, 58035180",R$ 420.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-suite-1-banheiro-1-vaga-1432541240
2025-09-02 23:41:41,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037545",R$ 650.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-1-suite-2-banheiros-1432604952
2025-09-02 23:41:39,"Apartamento para Venda em João Pessoa, Manaíra, 4 dormitórios, 3 suítes, 4 banheiros, 2 va","João Pessoa, PB, 58038180",R$ 950.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-4-dormitorios-3-suites-4-banheiros-2-va-1432604975
2025-09-02 23:41:35,"Apartamento para Venda em João Pessoa, Torre, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga","João Pessoa, PB, 58040530",R$ 350.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-torre-2-dormitorios-1-suite-2-banheiros-1-vaga-1432607147
2025-09-02 23:41:31,"Apartamento para Venda em João Pessoa, Bessa, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas","João Pessoa, PB, 58035040",R$ 765.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-3-dormitorios-1-suite-2-banheiros-2-vagas-1432619090
2025-09-02 23:41:28,"Apartamento para Venda em João Pessoa, cabo branco, 2 dormitórios, 1 suíte, 2 banheiros, 2","João Pessoa, PB, 58045040",R$ 750.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-2-dormitorios-1-suite-2-banheiros-2-1284094463
2025-09-02 23:41:24,"Apartamento para Venda em João Pessoa, bessa, 2 dormitórios, 1 banheiro, 1 vaga","João Pessoa, PB, 58037030",R$ 350.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-2-dormitorios-1-banheiro-1-vaga-1432690118
2025-09-02 23:41:22,"Cobertura para Venda em João Pessoa, Bancários, 3 dormitórios, 1 suíte, 1 banheiro, 1 vaga","João Pessoa, PB, 58051020",R$ 479.000,Venda,https://pb.olx.com.br/paraiba/imoveis/cobertura-para-venda-em-joao-pessoa-bancarios-3-dormitorios-1-suite-1-banheiro-1-vaga-1432709633
2025-09-02 23:41:19,"Flat para Venda em João Pessoa, Cabo Branco, 1 dormitório, 1 banheiro","João Pessoa, PB, 58046005",R$ 499.000,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-cabo-branco-1-dormitorio-1-banheiro-1432719393
2025-09-02 23:41:04,"Cobertura para Venda em João Pessoa, Manaíra, 4 dormitórios, 4 suítes, 7 banheiros, 3 vaga","João Pessoa, PB, 58038250",R$ 1.800.000,Venda,https://pb.olx.com.br/paraiba/imoveis/cobertura-para-venda-em-joao-pessoa-manaira-4-dormitorios-4-suites-7-banheiros-3-vaga-1432754792
2025-09-02 23:41:00,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037660",R$ 558.734,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432754788
2025-09-02 23:40:45,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 1 suíte, 2 banheiros, 2 vag","João Pessoa, PB, 58038490",R$ 979.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-1-suite-2-banheiros-2-vag-1432754804
2025-09-02 23:40:41,"Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga","João Pessoa, PB, 58035100",R$ 464.071,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-2-dormitorios-1-suite-2-banheiros-1-vaga-1432754790
2025-09-02 23:40:38,"Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga","João Pessoa, PB, 58035420",R$ 487.228,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-2-dormitorios-1-suite-2-banheiros-1-vaga-1432754767
2025-09-02 23:40:34,"Apartamento para Venda em João Pessoa, Tambaú, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga","João Pessoa, PB, 58039190",R$ 790.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-tambau-3-dormitorios-1-suite-2-banheiros-1-vaga-1432754794
2025-09-02 23:40:29,"Apartamento para Venda em João Pessoa, Bessa, 3 dormitórios, 2 suítes, 3 banheiros, 2 vaga","João Pessoa, PB, 58033455",R$ 780.900,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-3-dormitorios-2-suites-3-banheiros-2-vaga-1432754738
2025-09-02 23:40:25,"Apartamento para Venda em João Pessoa, Cabo Branco, 2 dormitórios, 1 suíte, 2 banheiros, 2","João Pessoa, PB, 58045010",R$ 1.100.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-cabo-branco-2-dormitorios-1-suite-2-banheiros-2-1432754853
2025-09-02 23:40:22,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037255",R$ 650.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-1-suite-2-banheiros-1432754850
2025-09-02 23:40:18,"Apartamento para Venda em João Pessoa, Conjunto Pedro Gondim, 3 dormitórios, 3 suítes, 3 b","João Pessoa, PB, 58031270",R$ 2.061.879,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-conjunto-pedro-gondim-3-dormitorios-3-suites-3-b-1432754846
2025-09-02 23:40:15,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 banheiro, 1 vaga","João Pessoa, PB, 58037545",R$ 559.010,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-banheiro-1-vaga-1432754841
2025-09-02 23:40:12,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 banheiro, 1 vaga","João Pessoa, PB, 58037545",R$ 415.200,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-banheiro-1-vaga-1432754840
2025-09-02 23:40:10,"Flat para Venda em João Pessoa, Tambaú, 1 dormitório, 1 suíte, 1 banheiro","João Pessoa, PB, 58039000",R$ 580.000,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-tambau-1-dormitorio-1-suite-1-banheiro-1432754875
2025-09-02 23:40:06,"Apartamento para Venda em João Pessoa, Aeroclube, 2 dormitórios, 1 suíte, 2 banheiros, 1 v","João Pessoa, PB, 58036002",R$ 275.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-aeroclube-2-dormitorios-1-suite-2-banheiros-1-v-1432754870
2025-09-02 23:40:04,"Apartamento para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 suíte, 1 banheiro,","João Pessoa, PB, 58037030",R$ 680.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-suite-1-banheiro-1432754861
2025-09-02 23:40:02,"Apartamento para Venda em João Pessoa, Brisamar, 3 dormitórios, 1 suíte, 2 banheiros, 1 va","João Pessoa, PB, 58034050",R$ 612.277,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-brisamar-3-dormitorios-1-suite-2-banheiros-1-va-1432754857
2025-09-02 23:39:59,"Apartamento para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 suíte, 1 banheiro,","João Pessoa, PB, 58037030",R$ 976.060,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-suite-1-banheiro-1432754852
2025-09-02 23:39:55,"Apartamento para Venda em João Pessoa, Manaíra, 2 dormitórios, 1 suíte, 2 banheiros, 1 vag","João Pessoa, PB, 58038340",R$ 620.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-2-dormitorios-1-suite-2-banheiros-1-vag-1432754883
2025-09-02 23:39:52,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 1 suíte, 2 banheiros, 2 vag","João Pessoa, PB, 58038242",R$ 745.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-1-suite-2-banheiros-2-vag-1432754864
2025-09-02 23:39:48,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037550",R$ 630.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432754901
2025-09-02 23:39:44,"Apartamento para Venda em João Pessoa, Manaíra, 3 dormitórios, 1 suíte, 2 banheiros, 1 vag","João Pessoa, PB, 58038382",R$ 870.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-manaira-3-dormitorios-1-suite-2-banheiros-1-vag-1432754884
2025-09-02 23:39:42,"Apartamento para Venda em João Pessoa, Jardim luna, 2 dormitórios, 1 suíte, 2 banheiros, 2","João Pessoa, PB, 58034050",R$ 663.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-luna-2-dormitorios-1-suite-2-banheiros-2-1432754894
2025-09-02 23:39:39,"Apartamento para Venda em João Pessoa, Brisamar, 4 dormitórios, 4 suítes, 4 banheiros, 4 v","João Pessoa, PB, 58033370",R$ 2.200.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-brisamar-4-dormitorios-4-suites-4-banheiros-4-v-1432754891
2025-09-02 23:39:36,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 2 suítes, 3 banheiro","João Pessoa, PB, 58037345",R$ 1.105.484,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-2-suites-3-banheiro-1432754908
2025-09-02 23:39:32,"Apartamento para Venda em João Pessoa, Jardim Oceania, 2 dormitórios, 1 suíte, 2 banheiros","João Pessoa, PB, 58037245",R$ 644.104,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-2-dormitorios-1-suite-2-banheiros-1432754878
2025-09-02 23:39:29,"Flat para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58037030",R$ 343.720,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-banheiro-1-vaga-1432754921
2025-09-02 23:39:24,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 4 dormitórios, 4 suítes, 5 b","João Pessoa, PB, 58046170",R$ 2.400.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-4-dormitorios-4-suites-5-b-1432754958
2025-09-02 23:39:22,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 3 suítes, 3 banheiro","João Pessoa, PB, 58037325",R$ 1.290.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-3-suites-3-banheiro-1432754955
2025-09-02 23:39:19,"Apartamento para Venda em João Pessoa, Jardim Oceania, 3 dormitórios, 3 suítes, 3 banheiro","João Pessoa, PB, 58037325",R$ 1.190.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-3-dormitorios-3-suites-3-banheiro-1432754954
2025-09-02 23:39:15,"Apartamento para Venda em João Pessoa, Bessa, 3 dormitórios, 1 suíte, 3 banheiros, 1 vaga","João Pessoa, PB, 58035110",R$ 608.894,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-3-dormitorios-1-suite-3-banheiros-1-vaga-1432754923
2025-09-02 23:39:12,"Flat para Venda em João Pessoa, Bessa, 1 dormitório, 1 suíte, 1 banheiro, 22 vagas","João Pessoa, PB, 58037030",R$ 959.900,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-bessa-1-dormitorio-1-suite-1-banheiro-22-vagas-1432754934
2025-09-02 23:39:08,"Flat para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 banheiro, 1 vaga","João Pessoa, PB, 58037030",R$ 410.000,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-banheiro-1-vaga-1432754928
2025-09-02 23:39:05,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 3 dormitórios, 1 suíte, 2 ba","João Pessoa, PB, 58046005",R$ 1.300.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-3-dormitorios-1-suite-2-ba-1432754924
2025-09-02 23:39:01,"Apartamento para Venda em João Pessoa, Tambauzinho, 2 dormitórios, 1 suíte, 2 banheiros, 1","João Pessoa, PB, 58042000",R$ 449.900,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-tambauzinho-2-dormitorios-1-suite-2-banheiros-1-1432754922
2025-09-02 23:38:58,"Apartamento para Venda em João Pessoa, Bessa, 2 dormitórios, 1 suíte, 1 banheiro, 1 vaga","João Pessoa, PB, 58035180",R$ 850.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-bessa-2-dormitorios-1-suite-1-banheiro-1-vaga-1432754946
2025-09-02 23:38:54,"Apartamento para Venda em João Pessoa, Aeroclube, 2 dormitórios, 1 suíte, 2 banheiros, 1 v","João Pessoa, PB, 58036442",R$ 567.103,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-aeroclube-2-dormitorios-1-suite-2-banheiros-1-v-1432754942
2025-09-02 23:38:40,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 2 dormitórios, 1 suíte, 2 ba","João Pessoa, PB, 58046490",R$ 867.757,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-2-dormitorios-1-suite-2-ba-1432754967
2025-09-02 23:38:36,"Apartamento para Venda em João Pessoa, Jardim Oceania, 1 dormitório, 1 suíte, 1 banheiro,","João Pessoa, PB, 58037660",R$ 362.350,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-jardim-oceania-1-dormitorio-1-suite-1-banheiro-1432754965
2025-09-02 23:38:34,"Apartamento para Venda em João Pessoa, Miramar, 3 dormitórios, 3 suítes, 4 banheiros, 2 va","João Pessoa, PB, 58043170",R$ 1.087.000,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-miramar-3-dormitorios-3-suites-4-banheiros-2-va-1432754960
2025-09-02 23:38:32,"Flat para Venda em João Pessoa, Cabo Branco, 1 dormitório, 1 banheiro","João Pessoa, PB, 58045150",R$ 499.000,Venda,https://pb.olx.com.br/paraiba/imoveis/flat-para-venda-em-joao-pessoa-cabo-branco-1-dormitorio-1-banheiro-1432754949
2025-09-02 23:38:27,"Apartamento para Venda em João Pessoa, Altiplano Cabo Branco, 3 dormitórios, 1 suíte, 3 ba","João Pessoa, PB, 58046095",R$ 1.333.581,Venda,https://pb.olx.com.br/paraiba/imoveis/apartamento-para-venda-em-joao-pessoa-altiplano-cabo-branco-3-dormitorios-1-suite-3-ba-1432754972
